"Code","Country","Continent","Date","NewCases","NewDeaths","Recovered","NewTests","Population","GDP","GDPCapita","Month","Week","CumCases","CumDeaths","CumRecovered","CumTests","Active","FatalityRate","Cases_1M_Pop","Deaths_1M_Pop","Recovered_1M_Pop","Tests_1M_Pop"
"SEN","Senegal","Africa",2020-05-05,89,1,0,702,15854360,21126,1333,5,18,1271,10,0,16279,1261,0.786782061369001,80.167222139525,0.630741322891621,0,1026.78379953527
"SRB","Serbia","Europe",2020-05-05,93,4,0,4817,6982084,41589,5912,5,18,9557,197,0,111278,9360,2.06131631265041,1368.78903204258,28.2150716032634,0,15937.6484155733
"SYC","Seychelles","Africa",2020-05-05,0,0,0,0,96762,1486,15693,5,18,11,0,0,0,11,0,113.680990471466,0,0,0
"SLE","Sierra Leone","Africa",2020-05-05,21,1,0,0,7650154,4893,495,5,18,178,9,0,0,169,5.0561797752809,23.2675054645959,1.17644690551327,0,0
"SGP","Singapore","Asia",2020-05-05,573,0,0,0,5638676,323901,56737,5,18,18778,18,0,99929,18760,0.0958568537650442,3330.21439784801,3.19223874540761,0,17722.0680883243
"SXM","Sint Maarten","North America",2020-05-05,0,0,0,0,41486,1059,25527,5,18,76,13,0,0,63,17.1052631578947,1831.94330617558,313.35872342477,0,0
"SVK","Slovakia","Europe",2020-05-05,5,1,0,2060,5447011,95617,17552,5,18,1413,25,0,99864,1388,1.76928520877565,259.408325042854,4.58967312531588,0,18333.7246794618
"SVN","Slovenia","Europe",2020-05-05,0,1,0,0,2067372,48455,23296,5,18,1439,97,0,57474,1342,6.74079221681723,696.052766507431,46.9194707096739,0,27800.5119543072
"SOM","Somalia","Africa",2020-05-05,34,3,0,0,15008154,1535,315,5,18,756,35,0,0,721,4.62962962962963,50.3726174451568,2.33206562246096,0,0
"ZAF","South Africa","Africa",2020-05-05,437,7,0,0,57779622,348872,6151,5,18,7220,138,0,257541,7082,1.91135734072022,124.957549912666,2.38838530303988,0,4457.29811108837
"KOR","South Korea","Asia",2020-05-05,3,2,0,6316,51635256,1577524,30025,5,18,10804,254,0,640237,10550,2.35098111810441,209.23688264468,4.9191196030867,0,12399.2219579583
"SSD","South Sudan","Africa",2020-05-05,0,0,0,0,10975920,5693,453,5,18,46,0,0,0,46,0,4.19099264571899,0,0,0
"ESP","Spain","Europe",2020-05-05,545,164,0,0,46723749,1314314,28354,5,18,218011,25428,0,1351130,192583,11.6636316516139,4665.95692053735,544.220028234464,0,28917.4141398628
"LKA","Sri Lanka","Asia",2020-05-05,37,1,0,0,21670000,87356,4184,5,18,755,8,0,0,747,1.05960264900662,34.8407937240425,0.369173973234887,0,0
"SDN","Sudan","Africa",2020-05-05,0,0,0,0,41801533,120265,2967,5,18,678,41,0,0,637,6.04719764011799,16.2195008494066,0.980825272604237,0,0
"SUR","Suriname","South America",2020-05-05,0,0,0,0,575991,5210,6757,5,18,10,1,0,0,9,10,17.3613823827108,1.73613823827108,0,0
"SWZ","Swaziland","Africa",2020-05-05,4,0,0,0,1367000,4482,3224,5,18,116,1,0,0,115,0.862068965517241,84.8573518653987,0.731528895391368,0,0
"SWE","Sweden","Europe",2020-05-05,404,90,0,0,10183175,535607,54043,5,18,22721,2769,0,148500,19952,12.1869636019541,2231.22945446779,271.919121492069,0,14582.8781298564
"CHE","Switzerland","Europe",2020-05-05,76,4,0,0,8516543,678938,80101,5,18,29898,1476,0,286403,28422,4.9367850692354,3510.57935126964,173.309757257141,0,33629.0206014342
"SYR","Syria","Asia",2020-05-05,0,0,0,0,16906283,49028,2900,5,18,44,3,0,0,41,6.81818181818182,2.60258272028216,0.17744882183742,0,0
"TWN","Taiwan","Asia",2020-05-05,2,0,0,0,23780452,579865,24380,5,18,438,6,0,64958,432,1.36986301369863,18.4184892700946,0.252308072193077,0,2731.57129225298
"TJK","Tajikistan","Asia",2020-05-05,154,1,0,0,9100837,7145,801,5,18,230,3,0,0,227,1.30434782608696,25.2724007692919,0.329640010034242,0,0
"TZA","Tanzania","Africa",2020-05-05,0,2,0,0,56318348,52090,934,5,18,480,18,0,0,462,3.75,8.52297727198958,0.319611647699609,0,0
"THA","Thailand","Asia",2020-05-05,18,0,0,3859,69428524,455302,6595,5,18,2987,54,0,82627,2933,1.80783394710412,43.0226631348234,0.777778309099586,0,1190.10163603651
"TLS","Timor","Asia",2020-05-05,0,0,0,0,1267972,4970,2279,5,18,24,0,0,0,24,0,18.9278627603764,0,0,0
"TGO","Togo","Africa",2020-05-05,2,0,0,0,7889094,4576,614,5,18,126,9,0,0,117,7.14285714285714,15.9714157291065,1.1408154092219,0,0
"TTO","Trinidad and Tobago","North America",2020-05-05,0,0,0,0,1389858,22104,16145,5,18,116,8,0,0,108,6.89655172413793,83.4617637197469,5.75598370481013,0,0
"TUN","Tunisia","Africa",2020-05-05,5,1,0,0,11565204,40068,3475,5,18,1018,43,0,24853,975,4.22396856581532,88.0226583119502,3.71804941789181,0,2148.94609727593
"TUR","Turkey","Asia",2020-05-05,1614,64,0,33283,82319724,851541,10546,5,18,127659,3461,0,1204421,124198,2.71112886674657,1550.77050549878,42.0433868315691,0,14631.0135830873
"TCA","Turks and Caicos Islands","North America",2020-05-05,0,0,0,0,31458,797,28689,5,18,12,1,0,0,11,8.33333333333333,381.460995613199,31.7884163010999,0,0
"UGA","Uganda","Africa",2020-05-05,8,0,0,0,42723139,27698,646,5,18,97,0,0,41462,97,0,2.27043242304832,0,0,970.481124994116
"UKR","Ukraine","Europe",2020-05-05,418,15,0,5167,44622516,112154,2536,5,18,12331,303,0,139759,12028,2.45722163652583,276.340312141969,6.79029394039547,0,3132.02868256017
"ARE","United Arab Emirates","Asia",2020-05-05,567,11,0,0,9630959,382575,40699,5,18,14730,137,0,0,14593,0.930074677528853,1529.4427065882,14.2249593212888,0,0
"GBR","United Kingdom","Europe",2020-05-05,3985,288,0,69839,66488991,2631228,39758,5,18,190584,28734,0,1015138,161850,15.0768165218486,2866.39934120823,432.161769457443,0,15267.760643262
"VIR","United States Virgin Islands","North America",2020-05-05,0,0,0,0,106977,3888,36350,5,18,66,4,0,0,62,6.06060606060606,616.955046411846,37.3912149340512,0,0
"USA","United States of America","North America",2020-05-05,22593,1252,0,0,327167434,19485394,60055,5,18,1180634,68934,0,7285178,1111700,5.83872732785944,3608.65378795617,210.699454885232,0,22267.4301990583
"URY","Uruguay","South America",2020-05-05,2,0,0,866,3449299,59180,17120,5,18,657,17,0,22805,640,2.58751902587519,190.473484612381,4.9285376535928,0,6611.48830530493
"UZB","Uzbekistan","Asia",2020-05-05,40,0,0,0,32955400,49677,1557,5,18,2189,10,0,0,2179,0.456829602558246,66.4231051663764,0.303440407338403,0,0
"VEN","Venezuela","South America",2020-05-05,4,0,0,0,28870195,255092,7977,5,18,361,10,0,0,351,2.77008310249307,12.5042452951911,0.346377986016374,0,0
"VNM","Vietnam","Asia",2020-05-05,0,0,0,0,95540395,223779,2342,5,18,271,0,0,261004,271,0,2.83649654159374,0,0,2731.87063963887
"ESH","Western Sahara","Africa",2020-05-05,0,0,0,0,567402,909,2500,5,18,6,0,0,0,6,0,10.574513308025,0,0,0
"YEM","Yemen","Asia",2020-05-05,2,0,0,0,28498687,27956,990,5,18,12,2,0,0,10,16.6666666666667,0.421072030441262,0.0701786717402103,0,0
"ZMB","Zambia","Africa",2020-05-05,13,0,0,0,17351822,25868,1513,5,18,137,3,0,0,134,2.18978102189781,7.89542446896931,0.172892506619766,0,0
"ZWE","Zimbabwe","Africa",2020-05-05,0,0,0,0,14439018,18036,1091,5,18,34,4,0,13329,30,11.7647058823529,2.3547307718572,0.277027149630259,0,923.12371935543
